timestamp,branch,transaction_id,transaction_type,login_status
14/8/2026 12:52,Branch 10,T00464,Deposit,Successful
14/8/2026 12:53,Branch 01,T00465,Deposit,Successful
14/8/2026 12:54,Branch 02,T00466,Transfer,Successful
14/8/2026 12:54,Branch 05,T00467,Payment,Successful
14/8/2026 12:54,Branch 04,T00468,Transfer,Successful
14/8/2026 12:54,Branch 10,T00469,Withdrawal,Failed
14/8/2026 12:54,Branch 12,T00470,Payment,Successful
14/8/2026 12:55,Branch 10,T00471,Payment,Successful
14/8/2026 12:55,Branch 12,T00472,Withdrawal,Successful
14/8/2026 12:56,Branch 03,T00473,Deposit,Successful
14/8/2026 12:56,Branch 12,T00474,Deposit,Successful
14/8/2026 12:56,Branch 01,T00475,Withdrawal,Successful
14/8/2026 12:56,Branch 03,T00476,Payment,Successful
14/8/2026 12:56,Branch 04,T00477,Withdrawal,Successful
14/8/2026 12:57,Branch 13,T00478,Transfer,Successful
14/8/2026 12:59,Branch 02,T00479,Payment,Successful
14/8/2026 12:59,Branch 04,T00480,Withdrawal,Successful
14/8/2026 12:59,Branch 02,T00481,Deposit,Failed
14/8/2026 13:00,Branch 03,T00482,Payment,Successful
14/8/2026 13:00,Branch 08,T00483,Payment,Successful
14/8/2026 13:00,Branch 09,T00484,Payment,Failed
14/8/2026 13:01,Branch 10,T00485,Transfer,Successful
14/8/2026 13:01,Branch 13,T00486,Payment,Successful
14/8/2026 13:02,Branch 08,T00487,Transfer,Successful
14/8/2026 13:02,Branch 13,T00488,Transfer,Successful
14/8/2026 13:02,Branch 02,T00489,Payment,Successful
14/8/2026 13:02,Branch 02,T00490,Payment,Successful
14/8/2026 13:03,Branch 07,T00491,Deposit,Successful
14/8/2026 13:03,Branch 13,T00492,Transfer,Successful
14/8/2026 13:03,Branch 09,T00493,Transfer,Successful
14/8/2026 13:04,Branch 05,T00494,Deposit,Successful
14/8/2026 13:04,Branch 12,T00495,Withdrawal,Failed
14/8/2026 13:04,Branch 14,T00496,Transfer,Successful
14/8/2026 13:04,Branch 03,T00497,Payment,Successful
14/8/2026 13:05,Branch 07,T00498,Payment,Successful
14/8/2026 13:05,Branch 08,T00499,Payment,Successful
14/8/2026 13:05,Branch 06,T00500,Withdrawal,Successful
14/8/2026 13:06,Branch 04,T00501,Payment,Successful
14/8/2026 13:08,Branch 03,T00502,Withdrawal,Successful
14/8/2026 13:09,Branch 09,T00503,Transfer,Successful
14/8/2026 13:09,Branch 05,T00504,Payment,Successful
14/8/2026 13:11,Branch 13,T00505,Deposit,Successful
14/8/2026 13:11,Branch 05,T00506,Payment,Successful
14/8/2026 13:11,Branch 03,T00507,Payment,Failed
14/8/2026 13:11,Branch 03,T00508,Payment,Successful
14/8/2026 13:11,Branch 12,T00509,Transfer,Successful
14/8/2026 13:12,Branch 14,T00510,Payment,Failed
14/8/2026 13:14,Branch 09,T00511,Transfer,Successful
14/8/2026 13:15,Branch 06,T00512,Payment,Successful
14/8/2026 13:15,Branch 05,T00513,Transfer,Successful
14/8/2026 13:17,Branch 03,T00514,Payment,Successful
14/8/2026 13:17,Branch 03,T00515,Payment,Successful
14/8/2026 13:17,Branch 02,T00516,Withdrawal,Successful
14/8/2026 13:18,Branch 09,T00517,Transfer,Successful
14/8/2026 13:18,Branch 09,T00518,Transfer,Failed
14/8/2026 13:18,Branch 15,T00519,Transfer,Successful
14/8/2026 13:18,Branch 04,T00520,Payment,Successful
14/8/2026 13:18,Branch 03,T00521,Payment,Failed
14/8/2026 13:18,Branch 07,T00522,Deposit,Successful
14/8/2026 13:18,Branch 06,T00523,Transfer,Successful
14/8/2026 13:19,Branch 01,T00524,Payment,Failed
14/8/2026 13:20,Branch 01,T00525,Transfer,Successful
14/8/2026 13:20,Branch 03,T00526,Deposit,Successful
14/8/2026 13:20,Branch 04,T00527,Payment,Successful
14/8/2026 13:20,Branch 13,T00528,Payment,Successful
14/8/2026 13:21,Branch 01,T00529,Payment,Successful
14/8/2026 13:22,Branch 13,T00530,Withdrawal,Successful
14/8/2026 13:22,Branch 07,T00531,Transfer,Successful
14/8/2026 13:23,Branch 04,T00532,Transfer,Successful
14/8/2026 13:24,Branch 15,T00533,Transfer,Successful
14/8/2026 13:24,Branch 09,T00534,Deposit,Failed
14/8/2026 13:24,Branch 12,T00535,Transfer,Successful
14/8/2026 13:25,Branch 08,T00536,Payment,Successful
14/8/2026 13:25,Branch 09,T00537,Withdrawal,Successful
14/8/2026 13:26,Branch 02,T00538,Transfer,Successful
14/8/2026 13:26,Branch 14,T00539,Transfer,Successful
14/8/2026 13:27,Branch 10,T00540,Transfer,Successful
14/8/2026 13:28,Branch 01,T00541,Withdrawal,Successful
14/8/2026 13:28,Branch 09,T00542,Withdrawal,Successful
14/8/2026 13:29,Branch 07,T00543,Payment,Successful
14/8/2026 13:30,Branch 09,T00544,Payment,Successful
14/8/2026 13:31,Branch 03,T00545,Payment,Successful
14/8/2026 13:33,Branch 10,T00546,Deposit,Successful
14/8/2026 13:33,Branch 05,T00547,Payment,Successful
14/8/2026 13:33,Branch 03,T00548,Withdrawal,Successful
14/8/2026 13:33,Branch 11,T00549,Payment,Successful
14/8/2026 13:34,Branch 10,T00550,Transfer,Successful
14/8/2026 13:36,Branch 09,T00551,Payment,Successful
14/8/2026 13:36,Branch 07,T00552,Deposit,Successful
14/8/2026 13:36,Branch 01,T00553,Transfer,Successful
14/8/2026 13:38,Branch 06,T00554,Transfer,Successful
14/8/2026 13:39,Branch 10,T00555,Deposit,Successful
14/8/2026 13:39,Branch 10,T00556,Payment,Successful
14/8/2026 13:40,Branch 01,T00557,Transfer,Successful
14/8/2026 13:41,Branch 02,T00558,Transfer,Successful
14/8/2026 13:41,Branch 10,T00559,Transfer,Successful
14/8/2026 13:41,Branch 02,T00560,Transfer,Successful
14/8/2026 13:41,Branch 07,T00561,Transfer,Failed
14/8/2026 13:42,Branch 06,T00562,Transfer,Successful
14/8/2026 13:42,Branch 02,T00563,Transfer,Successful
14/8/2026 13:42,Branch 01,T00564,Transfer,Successful
14/8/2026 13:43,Branch 10,T00565,Transfer,Successful
14/8/2026 13:43,Branch 14,T00566,Deposit,Successful
14/8/2026 13:44,Branch 09,T00567,Deposit,Successful
14/8/2026 13:44,Branch 03,T00568,Transfer,Successful
14/8/2026 13:44,Branch 06,T00569,Transfer,Successful
14/8/2026 13:45,Branch 02,T00570,Transfer,Successful
14/8/2026 13:46,Branch 05,T00571,Payment,Successful
14/8/2026 13:46,Branch 09,T00572,Withdrawal,Successful
14/8/2026 13:48,Branch 12,T00573,Transfer,Failed
14/8/2026 13:48,Branch 07,T00574,Transfer,Successful
14/8/2026 13:48,Branch 10,T00575,Withdrawal,Successful
14/8/2026 13:48,Branch 09,T00576,Deposit,Successful
14/8/2026 13:49,Branch 05,T00577,Transfer,Failed
14/8/2026 13:49,Branch 07,T00578,Transfer,Successful
14/8/2026 13:49,Branch 10,T00579,Payment,Failed
14/8/2026 13:50,Branch 02,T00580,Payment,Successful
14/8/2026 13:50,Branch 09,T00581,Payment,Successful
14/8/2026 13:51,Branch 08,T00582,Deposit,Successful
14/8/2026 13:51,Branch 07,T00583,Deposit,Successful
14/8/2026 13:52,Branch 07,T00584,Transfer,Successful
14/8/2026 13:52,Branch 07,T00585,Deposit,Successful
14/8/2026 13:53,Branch 04,T00586,Withdrawal,Successful
14/8/2026 13:53,Branch 08,T00587,Withdrawal,Successful
14/8/2026 13:53,Branch 07,T00588,Payment,Successful
14/8/2026 13:53,Branch 05,T00589,Payment,Successful
14/8/2026 13:54,Branch 11,T00590,Transfer,Failed
14/8/2026 13:54,Branch 03,T00591,Transfer,Successful
14/8/2026 13:54,Branch 15,T00592,Withdrawal,Successful
14/8/2026 13:55,Branch 04,T00593,Payment,Failed
14/8/2026 13:55,Branch 02,T00594,Transfer,Successful
14/8/2026 13:55,Branch 12,T00595,Payment,Successful
14/8/2026 13:56,Branch 14,T00596,Deposit,Successful
14/8/2026 13:56,Branch 10,T00597,Withdrawal,Successful
14/8/2026 13:57,Branch 13,T00598,Payment,Successful
14/8/2026 13:58,Branch 08,T00599,Payment,Successful
14/8/2026 13:58,Branch 14,T00600,Payment,Successful
14/8/2026 13:58,Branch 15,T00601,Payment,Successful
14/8/2026 13:59,Branch 10,T00602,Transfer,Successful
14/8/2026 13:59,Branch 09,T00603,Withdrawal,Successful
14/8/2026 13:59,Branch 04,T00604,Transfer,Successful
14/8/2026 14:00,Branch 10,T00605,Withdrawal,Successful
14/8/2026 14:00,Branch 12,T00606,Transfer,Successful
14/8/2026 14:00,Branch 05,T00607,Transfer,Successful
14/8/2026 14:01,Branch 01,T00608,Payment,Successful
14/8/2026 14:01,Branch 01,T00609,Transfer,Successful
14/8/2026 14:01,Branch 07,T00610,Withdrawal,Successful
14/8/2026 14:01,Branch 13,T00611,Transfer,Successful
14/8/2026 14:02,Branch 10,T00612,Withdrawal,Successful
14/8/2026 14:02,Branch 13,T00613,Payment,Successful
14/8/2026 14:03,Branch 07,T00614,Withdrawal,Successful
14/8/2026 14:04,Branch 05,T00615,Payment,Successful
14/8/2026 14:04,Branch 12,T00616,Payment,Successful
14/8/2026 14:05,Branch 01,T00617,Payment,Successful
14/8/2026 14:08,Branch 13,T00618,Transfer,Successful
14/8/2026 14:08,Branch 14,T00619,Transfer,Successful
14/8/2026 14:08,Branch 12,T00620,Payment,Successful
14/8/2026 14:08,Branch 12,T00621,Deposit,Successful
14/8/2026 14:08,Branch 02,T00622,Transfer,Successful
14/8/2026 14:09,Branch 07,T00623,Payment,Successful
14/8/2026 14:10,Branch 12,T00624,Transfer,Successful
14/8/2026 14:10,Branch 07,T00625,Payment,Successful
14/8/2026 14:11,Branch 12,T00626,Payment,Successful
14/8/2026 14:11,Branch 10,T00627,Deposit,Failed
14/8/2026 14:12,Branch 03,T00628,Payment,Successful
14/8/2026 14:12,Branch 06,T00629,Transfer,Successful
14/8/2026 14:12,Branch 10,T00630,Withdrawal,Successful
14/8/2026 14:13,Branch 13,T00631,Payment,Successful
14/8/2026 14:14,Branch 11,T00632,Payment,Successful
14/8/2026 14:14,Branch 04,T00633,Payment,Successful
14/8/2026 14:14,Branch 09,T00634,Withdrawal,Successful
14/8/2026 14:15,Branch 12,T00635,Payment,Successful
14/8/2026 14:15,Branch 04,T00636,Transfer,Successful
14/8/2026 14:15,Branch 10,T00637,Deposit,Successful
14/8/2026 14:16,Branch 06,T00638,Payment,Successful
14/8/2026 14:16,Branch 04,T00639,Payment,Successful
14/8/2026 14:16,Branch 07,T00640,Deposit,Successful
14/8/2026 14:16,Branch 10,T00641,Withdrawal,Successful
14/8/2026 14:16,Branch 13,T00642,Deposit,Successful
14/8/2026 14:17,Branch 10,T00643,Payment,Successful
14/8/2026 14:18,Branch 07,T00644,Deposit,Successful
14/8/2026 14:19,Branch 09,T00645,Transfer,Successful
14/8/2026 14:19,Branch 06,T00646,Transfer,Successful
14/8/2026 14:20,Branch 03,T00647,Deposit,Successful
14/8/2026 14:22,Branch 01,T00648,Transfer,Successful
14/8/2026 14:22,Branch 06,T00649,Transfer,Successful
14/8/2026 14:22,Branch 03,T00650,Deposit,Successful
14/8/2026 14:22,Branch 01,T00651,Transfer,Successful
14/8/2026 14:22,Branch 08,T00652,Transfer,Successful
14/8/2026 14:23,Branch 09,T00653,Withdrawal,Successful
14/8/2026 14:23,Branch 05,T00654,Transfer,Successful
14/8/2026 14:24,Branch 12,T00655,Transfer,Successful
14/8/2026 14:26,Branch 10,T00656,Payment,Successful
14/8/2026 14:27,Branch 01,T00657,Transfer,Successful
14/8/2026 14:27,Branch 12,T00658,Deposit,Successful
14/8/2026 14:27,Branch 13,T00659,Transfer,Successful
14/8/2026 14:27,Branch 15,T00660,Transfer,Successful
14/8/2026 14:27,Branch 08,T00661,Deposit,Successful
14/8/2026 14:27,Branch 14,T00662,Withdrawal,Successful
14/8/2026 14:28,Branch 07,T00663,Payment,Successful
14/8/2026 14:28,Branch 07,T00664,Payment,Successful
14/8/2026 14:28,Branch 14,T00665,Transfer,Failed
14/8/2026 14:28,Branch 09,T00666,Deposit,Successful
14/8/2026 14:29,Branch 06,T00667,Withdrawal,Successful
14/8/2026 14:29,Branch 15,T00668,Transfer,Successful
14/8/2026 14:29,Branch 05,T00669,Transfer,Successful
14/8/2026 14:30,Branch 12,T00670,Payment,Successful
14/8/2026 14:30,Branch 14,T00671,Transfer,Successful
14/8/2026 14:30,Branch 01,T00672,Payment,Successful
14/8/2026 14:30,Branch 01,T00673,Payment,Successful
14/8/2026 14:30,Branch 01,T00674,Transfer,Successful
14/8/2026 14:30,Branch 15,T00675,Transfer,Successful
14/8/2026 14:31,Branch 14,T00676,Payment,Successful
14/8/2026 14:31,Branch 10,T00677,Transfer,Successful
14/8/2026 14:31,Branch 10,T00678,Transfer,Successful
14/8/2026 14:31,Branch 01,T00679,Withdrawal,Successful
14/8/2026 14:31,Branch 11,T00680,Withdrawal,Successful
14/8/2026 14:31,Branch 06,T00681,Withdrawal,Successful
14/8/2026 14:32,Branch 02,T00682,Transfer,Successful
14/8/2026 14:32,Branch 07,T00683,Withdrawal,Failed
14/8/2026 14:33,Branch 07,T00684,Transfer,Successful
14/8/2026 14:33,Branch 03,T00685,Payment,Successful
14/8/2026 14:34,Branch 03,T00686,Payment,Failed
14/8/2026 14:34,Branch 02,T00687,Withdrawal,Successful
14/8/2026 14:35,Branch 13,T00688,Deposit,Successful
14/8/2026 14:35,Branch 01,T00689,Payment,Successful
14/8/2026 14:35,Branch 11,T00690,Transfer,Successful
14/8/2026 14:36,Branch 03,T00691,Payment,Failed
14/8/2026 14:36,Branch 06,T00692,Payment,Successful
14/8/2026 14:37,Branch 10,T00693,Transfer,Successful
14/8/2026 14:37,Branch 13,T00694,Withdrawal,Successful
14/8/2026 14:37,Branch 11,T00695,Deposit,Successful
14/8/2026 14:38,Branch 04,T00696,Transfer,Successful
14/8/2026 14:38,Branch 10,T00697,Payment,Successful
14/8/2026 14:39,Branch 05,T00698,Transfer,Successful
14/8/2026 14:39,Branch 05,T00699,Deposit,Successful
14/8/2026 14:39,Branch 10,T00700,Transfer,Successful
14/8/2026 14:40,Branch 03,T00701,Transfer,Successful
14/8/2026 14:41,Branch 07,T00702,Transfer,Successful
14/8/2026 14:41,Branch 10,T00703,Withdrawal,Successful
14/8/2026 14:41,Branch 10,T00704,Transfer,Failed
14/8/2026 14:42,Branch 07,T00705,Payment,Successful
14/8/2026 14:43,Branch 05,T00706,Transfer,Successful
14/8/2026 14:43,Branch 07,T00707,Payment,Successful
14/8/2026 14:43,Branch 11,T00708,Transfer,Failed
14/8/2026 14:43,Branch 05,T00709,Payment,Successful
14/8/2026 14:45,Branch 13,T00710,Deposit,Failed
14/8/2026 14:45,Branch 08,T00711,Payment,Successful
14/8/2026 14:46,Branch 09,T00712,Transfer,Successful
14/8/2026 14:46,Branch 01,T00713,Deposit,Successful
14/8/2026 14:46,Branch 14,T00714,Deposit,Successful
14/8/2026 14:46,Branch 14,T00715,Payment,Successful
14/8/2026 14:47,Branch 15,T00716,Transfer,Successful
14/8/2026 14:47,Branch 14,T00717,Withdrawal,Successful
14/8/2026 14:47,Branch 09,T00718,Withdrawal,Successful
14/8/2026 14:48,Branch 10,T00719,Transfer,Successful
14/8/2026 14:48,Branch 05,T00720,Transfer,Successful
14/8/2026 14:49,Branch 03,T00721,Transfer,Successful
14/8/2026 14:49,Branch 10,T00722,Withdrawal,Successful
14/8/2026 14:49,Branch 02,T00723,Transfer,Successful
14/8/2026 14:49,Branch 03,T00724,Payment,Successful
14/8/2026 14:50,Branch 04,T00725,Transfer,Successful
14/8/2026 14:50,Branch 13,T00726,Transfer,Successful
14/8/2026 14:50,Branch 12,T00727,Payment,Successful
14/8/2026 14:51,Branch 14,T00728,Deposit,Successful
14/8/2026 14:52,Branch 13,T00729,Deposit,Successful
14/8/2026 14:52,Branch 07,T00730,Transfer,Successful
14/8/2026 14:52,Branch 01,T00731,Withdrawal,Successful
14/8/2026 14:52,Branch 05,T00732,Withdrawal,Successful
14/8/2026 14:53,Branch 02,T00733,Transfer,Successful
14/8/2026 14:54,Branch 05,T00734,Payment,Successful
14/8/2026 14:55,Branch 07,T00735,Transfer,Successful
14/8/2026 14:55,Branch 13,T00736,Withdrawal,Successful
14/8/2026 14:56,Branch 04,T00737,Payment,Successful
14/8/2026 14:56,Branch 10,T00738,Transfer,Successful
14/8/2026 14:56,Branch 09,T00739,Payment,Successful
14/8/2026 14:56,Branch 07,T00740,Deposit,Successful
14/8/2026 14:56,Branch 02,T00741,Transfer,Successful
14/8/2026 14:56,Branch 10,T00742,Withdrawal,Successful
14/8/2026 14:57,Branch 14,T00743,Transfer,Successful
14/8/2026 14:58,Branch 03,T00744,Withdrawal,Successful
14/8/2026 14:58,Branch 06,T00745,Payment,Successful
14/8/2026 14:59,Branch 03,T00746,Deposit,Failed
14/8/2026 14:59,Branch 02,T00747,Transfer,Successful
14/8/2026 15:00,Branch 06,T00748,Deposit,Successful
14/8/2026 15:00,Branch 07,T00749,Payment,Successful
14/8/2026 15:00,Branch 04,T00750,Transfer,Successful
14/8/2026 15:00,Branch 06,T00751,Transfer,Successful
14/8/2026 15:00,Branch 01,T00752,Payment,Successful
14/8/2026 15:01,Branch 11,T00753,Payment,Successful
14/8/2026 15:01,Branch 08,T00754,Transfer,Successful
14/8/2026 15:03,Branch 06,T00755,Transfer,Failed
14/8/2026 15:03,Branch 15,T00756,Transfer,Successful
14/8/2026 15:04,Branch 09,T00757,Payment,Successful
14/8/2026 15:04,Branch 07,T00758,Transfer,Successful
14/8/2026 15:05,Branch 10,T00759,Deposit,Successful
14/8/2026 15:05,Branch 10,T00760,Payment,Successful
14/8/2026 15:05,Branch 07,T00761,Payment,Successful
14/8/2026 15:05,Branch 05,T00762,Transfer,Failed
14/8/2026 15:05,Branch 10,T00763,Transfer,Successful
14/8/2026 15:06,Branch 02,T00764,Payment,Successful
14/8/2026 15:07,Branch 12,T00765,Transfer,Successful
14/8/2026 15:08,Branch 01,T00766,Withdrawal,Successful
14/8/2026 15:08,Branch 15,T00767,Payment,Successful
14/8/2026 15:08,Branch 07,T00768,Payment,Successful
14/8/2026 15:08,Branch 10,T00769,Transfer,Successful
14/8/2026 15:10,Branch 14,T00770,Deposit,Successful
14/8/2026 15:10,Branch 08,T00771,Withdrawal,Successful
14/8/2026 15:10,Branch 15,T00772,Payment,Successful
14/8/2026 15:10,Branch 03,T00773,Transfer,Successful
14/8/2026 15:12,Branch 14,T00774,Payment,Successful
14/8/2026 15:12,Branch 03,T00775,Transfer,Successful
14/8/2026 15:12,Branch 09,T00776,Transfer,Successful
14/8/2026 15:12,Branch 10,T00777,Transfer,Successful
14/8/2026 15:13,Branch 03,T00778,Withdrawal,Successful
14/8/2026 15:14,Branch 10,T00779,Payment,Failed
14/8/2026 15:14,Branch 12,T00780,Payment,Successful
14/8/2026 15:14,Branch 04,T00781,Payment,Successful
14/8/2026 15:14,Branch 08,T00782,Payment,Successful
14/8/2026 15:16,Branch 09,T00783,Transfer,Successful
14/8/2026 15:16,Branch 05,T00784,Transfer,Successful
14/8/2026 15:17,Branch 10,T00785,Payment,Successful
14/8/2026 15:17,Branch 08,T00786,Transfer,Successful
14/8/2026 15:18,Branch 02,T00787,Payment,Failed
14/8/2026 15:18,Branch 12,T00788,Deposit,Successful
14/8/2026 15:18,Branch 14,T00789,Transfer,Successful
14/8/2026 15:19,Branch 11,T00790,Payment,Successful
14/8/2026 15:19,Branch 09,T00791,Deposit,Successful
14/8/2026 15:19,Branch 03,T00792,Transfer,Successful
14/8/2026 15:19,Branch 15,T00793,Transfer,Successful
14/8/2026 15:21,Branch 09,T00794,Transfer,Successful
14/8/2026 15:21,Branch 01,T00795,Withdrawal,Successful
14/8/2026 15:21,Branch 05,T00796,Payment,Successful
14/8/2026 15:21,Branch 04,T00797,Payment,Successful
14/8/2026 15:22,Branch 09,T00798,Withdrawal,Successful
14/8/2026 15:22,Branch 07,T00799,Deposit,Successful
14/8/2026 15:22,Branch 01,T00800,Deposit,Successful
14/8/2026 15:22,Branch 08,T00801,Deposit,Successful
14/8/2026 15:22,Branch 02,T00802,Withdrawal,Successful
14/8/2026 15:23,Branch 01,T00803,Payment,Successful
14/8/2026 15:23,Branch 13,T00804,Payment,Successful
14/8/2026 15:23,Branch 10,T00805,Transfer,Successful
14/8/2026 15:24,Branch 13,T00806,Transfer,Successful
14/8/2026 15:25,Branch 06,T00807,Payment,Successful
14/8/2026 15:26,Branch 10,T00808,Payment,Successful
14/8/2026 15:28,Branch 13,T00809,Payment,Successful
14/8/2026 15:28,Branch 03,T00810,Withdrawal,Successful
14/8/2026 15:29,Branch 04,T00811,Transfer,Successful
14/8/2026 15:29,Branch 03,T00812,Transfer,Successful
14/8/2026 15:30,Branch 09,T00813,Transfer,Successful
14/8/2026 15:30,Branch 09,T00814,Payment,Successful
14/8/2026 15:30,Branch 02,T00815,Withdrawal,Successful
14/8/2026 15:30,Branch 15,T00816,Payment,Failed
14/8/2026 15:30,Branch 10,T00817,Deposit,Successful
14/8/2026 15:31,Branch 07,T00818,Payment,Successful
14/8/2026 15:31,Branch 12,T00819,Deposit,Successful
14/8/2026 15:31,Branch 07,T00820,Withdrawal,Successful
14/8/2026 15:32,Branch 02,T00821,Withdrawal,Successful
14/8/2026 15:32,Branch 15,T00822,Deposit,Successful
14/8/2026 15:32,Branch 09,T00823,Deposit,Successful
14/8/2026 15:33,Branch 11,T00824,Transfer,Successful
14/8/2026 15:34,Branch 10,T00825,Deposit,Successful
14/8/2026 15:34,Branch 07,T00826,Withdrawal,Successful
14/8/2026 15:34,Branch 02,T00827,Withdrawal,Successful
14/8/2026 15:35,Branch 03,T00828,Payment,Successful
14/8/2026 15:35,Branch 07,T00829,Deposit,Successful
14/8/2026 15:36,Branch 01,T00830,Transfer,Successful
14/8/2026 15:37,Branch 03,T00831,Transfer,Successful
14/8/2026 15:37,Branch 01,T00832,Transfer,Successful
14/8/2026 15:37,Branch 15,T00833,Transfer,Successful
14/8/2026 15:38,Branch 01,T00834,Payment,Successful
14/8/2026 15:40,Branch 01,T00835,Transfer,Successful
14/8/2026 15:40,Branch 09,T00836,Transfer,Failed
14/8/2026 15:42,Branch 10,T00837,Deposit,Successful
14/8/2026 15:42,Branch 05,T00838,Payment,Successful
14/8/2026 15:44,Branch 07,T00839,Deposit,Successful
14/8/2026 15:44,Branch 06,T00840,Payment,Successful
14/8/2026 15:45,Branch 03,T00841,Withdrawal,Successful
14/8/2026 15:45,Branch 11,T00842,Payment,Successful
14/8/2026 15:46,Branch 12,T00843,Withdrawal,Successful
14/8/2026 15:47,Branch 09,T00844,Withdrawal,Successful
14/8/2026 15:47,Branch 02,T00845,Transfer,Successful
14/8/2026 15:48,Branch 10,T00846,Transfer,Successful
14/8/2026 15:48,Branch 08,T00847,Payment,Successful
14/8/2026 15:49,Branch 09,T00848,Withdrawal,Successful
14/8/2026 15:49,Branch 10,T00849,Transfer,Failed
14/8/2026 15:49,Branch 14,T00850,Deposit,Successful
14/8/2026 15:49,Branch 13,T00851,Payment,Successful
14/8/2026 15:49,Branch 08,T00852,Withdrawal,Successful
14/8/2026 15:51,Branch 04,T00853,Withdrawal,Successful
14/8/2026 15:51,Branch 07,T00854,Payment,Successful
14/8/2026 15:52,Branch 02,T00855,Withdrawal,Successful
14/8/2026 15:52,Branch 02,T00856,Deposit,Successful
14/8/2026 15:52,Branch 10,T00857,Transfer,Successful
14/8/2026 15:52,Branch 14,T00858,Deposit,Successful
14/8/2026 15:52,Branch 10,T00859,Payment,Successful
14/8/2026 15:53,Branch 11,T00860,Withdrawal,Successful
14/8/2026 15:53,Branch 15,T00861,Transfer,Successful
14/8/2026 15:53,Branch 06,T00862,Payment,Successful
14/8/2026 15:53,Branch 08,T00863,Deposit,Successful
14/8/2026 15:53,Branch 13,T00864,Transfer,Successful
14/8/2026 15:53,Branch 08,T00865,Withdrawal,Successful
14/8/2026 15:54,Branch 08,T00866,Payment,Successful
14/8/2026 15:54,Branch 15,T00867,Withdrawal,Successful
14/8/2026 15:55,Branch 09,T00868,Payment,Successful
14/8/2026 15:55,Branch 13,T00869,Payment,Successful
14/8/2026 15:56,Branch 09,T00870,Payment,Successful
14/8/2026 15:56,Branch 03,T00871,Payment,Successful
14/8/2026 15:56,Branch 08,T00872,Withdrawal,Successful
14/8/2026 15:57,Branch 06,T00873,Payment,Successful
14/8/2026 15:57,Branch 07,T00874,Transfer,Successful
14/8/2026 15:57,Branch 14,T00875,Withdrawal,Successful
14/8/2026 15:58,Branch 01,T00876,Transfer,Successful
14/8/2026 15:58,Branch 05,T00877,Payment,Successful
14/8/2026 16:00,Branch 04,T00878,Transfer,Successful
14/8/2026 16:00,Branch 13,T00879,Transfer,Successful
14/8/2026 16:01,Branch 03,T00880,Transfer,Successful
14/8/2026 16:01,Branch 08,T00881,Payment,Successful
14/8/2026 16:01,Branch 14,T00882,Transfer,Successful
14/8/2026 16:02,Branch 04,T00883,Withdrawal,Successful
14/8/2026 16:05,Branch 09,T00884,Payment,Successful
14/8/2026 16:05,Branch 03,T00885,Deposit,Successful
14/8/2026 16:05,Branch 12,T00886,Payment,Successful
14/8/2026 16:06,Branch 13,T00887,Transfer,Successful
14/8/2026 16:06,Branch 07,T00888,Deposit,Successful
14/8/2026 16:06,Branch 06,T00889,Payment,Successful
14/8/2026 16:07,Branch 05,T00890,Payment,Successful
14/8/2026 16:07,Branch 10,T00891,Withdrawal,Successful
14/8/2026 16:07,Branch 13,T00892,Transfer,Successful
14/8/2026 16:08,Branch 12,T00893,Transfer,Successful
14/8/2026 16:08,Branch 07,T00894,Withdrawal,Successful
14/8/2026 16:09,Branch 09,T00895,Payment,Successful
14/8/2026 16:10,Branch 07,T00896,Transfer,Failed
14/8/2026 16:10,Branch 06,T00897,Payment,Successful
14/8/2026 16:11,Branch 05,T00898,Deposit,Successful
14/8/2026 16:12,Branch 02,T00899,Payment,Successful
14/8/2026 16:12,Branch 03,T00900,Deposit,Successful
14/8/2026 16:12,Branch 03,T00901,Withdrawal,Successful
14/8/2026 16:13,Branch 06,T00902,Transfer,Successful
14/8/2026 16:14,Branch 10,T00903,Withdrawal,Successful
14/8/2026 16:14,Branch 13,T00904,Payment,Successful
14/8/2026 16:15,Branch 13,T00905,Transfer,Successful
14/8/2026 16:15,Branch 15,T00906,Transfer,Successful
14/8/2026 16:16,Branch 10,T00907,Transfer,Successful
14/8/2026 16:16,Branch 02,T00908,Payment,Successful
14/8/2026 16:18,Branch 02,T00909,Payment,Successful
14/8/2026 16:18,Branch 06,T00910,Transfer,Successful
14/8/2026 16:19,Branch 14,T00911,Payment,Successful
14/8/2026 16:19,Branch 11,T00912,Transfer,Successful
14/8/2026 16:20,Branch 02,T00913,Payment,Successful
14/8/2026 16:20,Branch 08,T00914,Withdrawal,Successful
14/8/2026 16:23,Branch 02,T00915,Withdrawal,Successful
14/8/2026 16:23,Branch 09,T00916,Payment,Successful
14/8/2026 16:23,Branch 03,T00917,Transfer,Successful
14/8/2026 16:24,Branch 02,T00918,Payment,Successful
14/8/2026 16:24,Branch 07,T00919,Payment,Successful
14/8/2026 16:24,Branch 11,T00920,Payment,Successful
14/8/2026 16:25,Branch 15,T00921,Transfer,Successful
14/8/2026 16:25,Branch 12,T00922,Payment,Successful
14/8/2026 16:26,Branch 04,T00923,Transfer,Successful
14/8/2026 16:27,Branch 15,T00924,Payment,Successful
14/8/2026 16:27,Branch 01,T00925,Withdrawal,Successful
14/8/2026 16:28,Branch 15,T00926,Withdrawal,Successful
14/8/2026 16:28,Branch 03,T00927,Transfer,Successful
14/8/2026 16:29,Branch 12,T00928,Deposit,Successful
